Account ID,Account Name,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25
975049937880,975049937880 - Redacted ,123,"1,138","1,188",179,38,0,0,0,0,0,0,0
798411736697,ncmc-acq-rupay-switch ,"1,616","1,002",9,7,4,4,5,0,0,0,0,0
608146213544,ppblmaquettepa-prod ,730,774,184,190,190,184,191,26,0,0,0,0
23903256547,central tools ,152,161,302,370,307,156,146,53,0,0,0,0
769263341944,769263341944 - Redacted ,447,414,296,213,2,1,0,0,0,0,0,0
475919677060,content_ocl ,83,82,82,82,82,82,82,57,0,0,0,0
797142548187,797142548187 - Redacted ,538,0,0,0,0,0,0,0,0,0,0,0
176839215860,aws-omnicard-Prod ,412,1,2,4,1,1,1,0,0,0,0,0
269350686318,AWS Pan 2 ,39,39,39,45,46,42,24,3,0,0,0,0
576218818919,576218818919 - Redacted ,60,62,60,61,10,0,0,0,0,0,0,0
678670235450,678670235450 - Redacted ,45,47,46,47,8,0,0,0,0,0,0,0
605458724602,content_ml_ocl ,17,16,17,17,16,17,18,17,1,0,0,0
239937555916,239937555916 - Redacted ,90,0,0,0,0,0,0,0,0,0,0,0
860971823470,860971823470 - Redacted ,29,20,0,0,0,0,0,0,0,0,0,0
907058949943,907058949943 - Redacted ,10,7,4,9,7,0,0,0,0,0,0,0
532041146482,532041146482 - Redacted ,2,2,2,3,2,0,0,0,0,0,0,0
913203018054,ppblpgpa-nonprod ,1,0,1,1,1,1,1,0,0,0,0,0
905418240150,905418240150 - Redacted ,0,0,0,0,0,0,0,0,0,0,0,0
