Service,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01
SES($),16.6557967111,3.3318877612,3.9484442492,4.5829452675,0.6091258539,0.5191325296,0.5414557249,0.5372535327,0.5288687244,0.4303636836,0.3763652702,0.6473730168
Cost Explorer($),1.35,1.24,1.54,1.15,0.99,1.5,1.58,1.61,2.5,2.68,2.25,2.58
Key Management Service($),1.201231008,1.203987984,1.1715851191,1.177176984,1.176117984,1.175566008,1.178043898,1.186510008,1.235856984,1.233543984,1.2119709744,1.167756984
Backup($),,,,,,,,,,,3.92995096,4.5298920159
Service Catalog($),0.0903,0.0609,0.1645,0.7707,0.9282,0.4781,1.4903,0.1743,0.2072,0.1988,0.1764,0.3262
SQS($),0.1771264,0.1851384598,0.18021,0.1911656267,0.1905564,0.1841972402,0.1929704,0.1880104,0.1923628,0.1943264,0.1760700198,0.1973908
EC2 Container Registry (ECR)($),0.150898824,0.1508987496,0.150898824,0.1508987496,0.1508987496,0.150898824,0.1508987496,0.150898824,0.1508987496,0.1508987496,0.1508988768,0.1508987496
SNS($),0.1867734172,0.1102121727,0.1737925578,0.1308081502,0.1469315759,0.1058997908,0.14333002,0.1084836944,0.1686707401,0.1839917171,0.1443300833,0.13101703
CloudWatch Events($),0.021676,0.025981,0.027593,0.032751,0.033211,0.033192,0.036302,0.03758,0.03721,0.03981,0.03673,0.041982
Glue($),0.0067756027,0.0073793734,0.0073803106,0.0101251298,0.0115241452,0.0089536101,0.0130412474,0.0095740722,0.0091324752,0.0077868155,0.0085168323,0.00608304
Simple Workflow Service($),5.05268e-05,5.28501e-05,4.62389e-05,5.40251e-05,5.19625e-05,4.74198e-05,5.27812e-05,5.03978e-05,5.0823e-05,4.88754e-05,4.31118e-05,3.29885e-05
Step Functions($),2.76036e-05,2.86464e-05,2.44e-05,4.31449e-05,6.10173e-05,5.44953e-05,5.78359e-05,5.32607e-05,5.4338e-05,5.16901e-05,4.67861e-05,3.7632e-05
Direct Connect($),3.7247e-06,1.65592e-05,6.968e-07,1.7628e-06,,,,,,,,
CloudShell($),9.55e-08,,,,,,,,5.14e-08,,,
Glacier($),,,,,,,,,5.6e-09,,,
CloudTrail($),0,0,0,0,0,0,0,0,0,0,0,0
X-Ray($),0.0,,,,,0.0,,,,,,0.0
CloudFormation($),,,,,,,0.0,0.0,0.0,0.0,0.0,
Total costs($),926593.683161502,795863.8264186525,754749.9881578129,746705.6402340244,686434.4672968489,698920.0195157554,715548.14301639,675212.238298452,718375.4202604858,721111.2443433085,623893.6053156644,656504.8085367581
