Service,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-13,2024-04-14,2024-04-15,2024-04-16,2024-04-17
DynamoDB($),0.1707468357,0.1707468357,0.1707468357,0.1707468357,0.1707468357,0.1707454126,0.1707454126,0.1707468357,0.1707468357,0.1707468357,0.1707468357,0.1707468357,0.1707454126,0.1707454126,0.1707468357,0.1707468357,0.1707468357
SNS($),9.785e-07,6.231e-07,1.0679e-06,0.1059061018,0.1054320689,0.1055786235,0.1047670126,0.1064461799,0.1055046157,0.1061605523,0.1053234784,0.1043751351,0.1052304905,0.1044162588,0.1054044349,0.1052017168,0.1047695486
Key Management Service($),0.0757926672,0.0745296672,0.0759126672,0.0762786672,0.0746316672,0.0758976672,0.0759126672,0.0746856672,0.0733356672,0.0746496672,0.0759156672,0.0748116672,0.0749976672,0.0755496672,0.0759156672,0.0760806672,0.0759186672
Cost Explorer($),0.09,0.14,0.1,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07,0.05,0.05,0.05,0.1,0.1
Secrets Manager($),0.0534583328,0.0535133328,0.0535133328,0.0514861106,0.0538633328,0.0539333328,0.0539633328,0.0539633328,0.0540083328,0.0539633328,0.0539633328,0.0540583328,0.0540883328,0.0540333328,0.0540383328,0.0541083328,0.0540633328
Route 53($),0.4,,,,,,,,,,,,,,,,
Lambda($),0.0126434033,0.0154948801,0.0153260294,0.0157093635,0.015329121,0.0141375576,0.0142039067,0.0152751443,0.0149578501,0.0144090154,0.0145030624,0.0152027576,0.0148202797,0.0148484804,0.0147461454,0.0147494423,0.0151095938
Glue($),9.63344e-05,9.83344e-05,8.33344e-05,0.0001243344,0.0001073344,0.0001273344,0.014664,0.014656,0.014675,0.014666,0.014669,0.014664,0.014674,0.014655,0.014778,0.014758,0.014756
Service Catalog($),0.0,0.0098,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0028,0.0021,0.0014,0.0007,0.0014,0.0056,0.0014
CloudWatch Events($),0.000732,0.000731,0.000727,0.000727,0.00073,0.000718,0.000718,0.000723,0.000722,0.00072,0.000719,0.000737,0.000716,0.000718,0.00072,0.00072,0.00072
SQS($),0.0005828,0.000704,0.0006016,0.0007492,0.0006172,0.0005648,0.0006156,0.0006204,0.0006136,0.0006796,0.0006192,0.0006472,0.000556,0.000546,0.00071,0.0007308,0.0005916
Simple Workflow Service($),1.3881e-06,1.3881e-06,1.3881e-06,1.8508e-06,1.8508e-06,1.3881e-06,1.8508e-06,1.3881e-06,1.8508e-06,1.8508e-06,1.8508e-06,1.3881e-06,1.8508e-06,1.3881e-06,1.8508e-06,1.8508e-06,1.8508e-06
Step Functions($),4.91e-07,7.365e-07,7.365e-07,9.82e-07,7.365e-07,9.82e-07,9.82e-07,9.82e-07,7.365e-07,9.82e-07,7.365e-07,9.82e-07,9.82e-07,9.82e-07,7.365e-07,9.82e-07,9.82e-07
CloudTrail($),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X-Ray($),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cognito($),0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,,
Total costs($),4593.6103778733,4562.9200150907,4565.4978631529,4795.40445724,5043.6595529205,4973.5827323555,4635.6399424653,4760.9596720857,4605.7413263744,4593.8913586967,4533.9101885524,4456.2041107781,4394.0384196605,4365.9227465148,4348.0926268653,4525.986182974,4351.7324994973
