Service,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-13,2024-04-14,2024-04-15,2024-04-16,2024-04-17
Glue($),0.5503958552,0.5771321352,0.5520416952,0.5429984152,0.5745886952,0.7304676552,0.6399419392,0.5799949264,0.6619487014,0.5770645088,0.608950788,0.5993746016,0.6026896648,0.5454866072,0.5733065936,0.6443682504,0.5743512688
Secrets Manager($),0.4172583328,0.4179483328,0.4004911106,0.4023611106,0.4213433328,0.4205783328,0.4212733328,0.4223633328,0.4222683328,0.4213483328,0.4215183328,0.4210333328,0.4227083328,0.4224983328,0.4225633328,0.4225133328,0.4300811107
Backup($),0.0932449838,0.0932449838,0.0932449838,0.0932449838,0.0932449838,0.0932449838,0.0932449838,0.0932449838,0.0932449838,0.0932449838,0.0932449838,0.0932449838,0.0932449838,0.0932449838,0.0932449838,0.0932449838,0.0932449838
Direct Connect($),0.0243960735,0.0244386927,0.0244517756,0.0244256115,0.0244893287,0.0243472599,0.0243485208,0.0243944746,0.0244016381,0.0242185672,0.023735317,0.0244036462,0.0243653383,0.0243589587,0.0243942345,0.0244109969,0.0244342387
SQS($),0.006122,0.0063008,0.0065876,0.0066208,0.0066596,0.0063328,0.0063732,0.0067896,0.0068828,0.0077684,0.0069576,0.0067048,0.0062312,0.0064424,0.006514,0.0066336,0.007582
Systems Manager($),0.00173,0.001755,0.00175,0.00184,0.001895,0.0019,0.001925,0.00194,0.00196,0.00192,0.00195,0.001965,0.00197,0.00192,0.002215,0.00192,0.001945
Service Catalog($),0.0,0.0049,0.0042,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0007,0.0014,0.0014,0.0014,0.0042,0.0014,0.0014
CodeArtifact($),0.0001001624,0.0140031188,7.45268e-05,0.0002350481,1.30313e-05,0.0,0.0,1.52204e-05,3.8598e-05,1.82319e-05,3.98245e-05,1.0478e-05,0.0,0.0,9.62668e-05,9.273e-06,0.0013570167
Lambda($),0.0001417559,0.000722141,0.0004691934,0.0018598907,0.0040315154,0.0003744402,0.0004485361,0.0004106273,0.0005413335,0.0003323411,0.000244281,0.0003601748,0.0005108532,0.0003370217,0.0004401048,0.000360575,0.0007099422
SNS($),2.32559e-05,1.3133e-06,2.2624e-06,2.61725e-05,0.0004745171,0.0005664431,0.0006268464,0.0004759694,0.0005960948,0.0005301081,0.0006140711,0.0006862902,0.0006529133,0.0006799308,0.0005979325,0.0006071261,0.0006194646
FSx($),0.0002547201,0.0002547201,0.0002547201,0.0002547201,0.0002547201,0.0002547201,0.0002547201,0.0002547201,0.0002547201,0.0002547201,0.0002547201,0.0002547201,0.0002547201,0.0002547201,0.0002547201,0.0002547201,0.0002547201
CloudWatch Events($),0.000202,0.000187,0.000235,0.000185,0.000207,9.6e-05,7.3e-05,7.1e-05,0.000134,0.000158,0.000134,0.00012,7.5e-05,8.8e-05,8.3e-05,7.5e-05,0.00015
Location Service($),5e-05,6.95e-05,3e-05,4e-05,6.95e-05,5e-05,6.95e-05,3e-05,4e-05,6.95e-05,5e-05,6.95e-05,3e-05,4e-05,6.95e-05,5e-05,6.95e-05
Simple Workflow Service($),1.566e-07,1.566e-07,2.088e-07,3.915e-07,5.22e-07,6.264e-07,6.786e-07,6.786e-07,7.308e-07,6.264e-07,6.786e-07,7.047e-07,7.83e-07,7.569e-07,7.569e-07,7.308e-07,7.047e-07
Step Functions($),9e-08,1.2e-07,1.213e-07,2.25e-07,3.158e-07,3.29e-07,3.7e-07,3.72e-07,4.02e-07,3.87e-07,3.42e-07,4.01e-07,3.42e-07,4.44e-07,4.3e-07,4.16e-07,4.01e-07
Glacier($),2.453e-07,2.453e-07,2.604e-07,2.525e-07,2.453e-07,2.453e-07,2.604e-07,2.525e-07,2.5e-07,2.478e-07,2.598e-07,2.453e-07,2.453e-07,2.453e-07,2.676e-07,2.453e-07,2.453e-07
CloudShell($),,,,,,,,,,,2.93e-08,,,,,,
CloudTrail($),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migration Hub Refactor Spaces($),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SimpleDB($),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total costs($),5944.0452544199,5953.5612315277,5945.4550768204,5964.4453612441,5944.0312067496,5930.4474459896,5885.7183233896,5984.8439240723,5994.0240085339,5940.0660512503,5894.7396699624,5896.4390719586,5748.5943732651,5739.2073345603,5790.2723955074,5807.7360304525,5597.5779250813
