"Service","VPC($)","EC2-Instances($)","EC2-Other($)","Elastic Load Balancing($)","Service Catalog($)","Cost Explorer($)","Secrets Manager($)","Route 53($)","Key Management Service($)","S3($)","SQS($)","SNS($)","Step Functions($)","Simple Workflow Service($)","Glacier($)","CloudTrail($)","Glue($)","CloudWatch($)","CloudFormation($)","Total costs($)"
"2024-09-11","4.6801792939","2.1000047494","1.8002075061","1.147234234","0.0063","0.01","0.0267566664","","0.00126","0.0007115566","0.0000024","0","0.0000015553","0.0000014349","","0","0","","","9.7726593966"
"2024-09-12","4.680160664","2.100006917","1.8003746085","1.1472011375","0.0077","0.01","0.0267866664","","0.00186","0.0008507476","0.0000032","0","0.0000020738","0.0000019128","","0","0","","","9.7749479276"
"2024-09-13","4.6801166502","2.1000028387","1.8002030755","1.1472532484","0.007","0.01","0.0267716664","","0.00174","0.0007953434","0.0000028","0.000007","0.00000129","0.0000014349","","0","0","","","9.7738953475"
"2024-09-14","4.6809575356","2.1000022421","1.800364554","1.1473277851","0.007","","0.0267716664","","0.0018","0.0008144749","0.0000028","0.000006","0.0000018198","0.0000014349","","0","0","","","9.7650503128"
"2024-09-15","4.6801198769","2.1000026665","1.8002014181","1.1472736093","0.0077","0.01","0.0267716664","","0.00186","0.0007614582","0.0000028","0.0000075","0.0000015549","0.0000014349","","0","0","","","9.7747039852"
"2024-09-16","4.680116205","2.1000022625","1.8003682641","1.1476194911","0.0063","0.01","0.0267866664","","0.00198","0.0008866004","0.0000032","0.000007","0.00000182","0.0000019128","","0","0","","","9.7740734223"
"2024-09-17","4.6801169445","2.10000293","1.8002058217","1.1472803589","0.007","0.01","0.0267866664","","0.00216","0.0008581376","0.0000028","0.000007","0.0000018085","0.0000014349","","0","0","","","9.7744239025"
"2024-09-18","4.6809864978","2.1000025026","1.8003705208","1.1472954338","0.007","","0.0267866664","","0.0021","0.0007836754","0.0000032","0.000008","0.0000015549","0.0000014349","","0","0","","","9.7653394866"
"2024-09-19","4.6801226685","2.1000043611","1.805391001","1.1473033161","0.0077","0.01","0.0267716664","","0.00216","0.0006881111","0.0000032","0.000008","0.0000020732","0.0000014349","","0","0","","","9.7801558323"
"2024-09-20","4.6801186629","2.1000034658","1.8003707206","1.1473094923","0.0077","0.01","0.0267866664","","0.00192","0.0008865897","0.0000032","0.0000065","0.0000015551","0.0000019128","","0","0","","","9.7751087656"
"2024-09-21","4.6801252392","2.1000049993","1.8002111147","1.1475034763","0.0063","0.01","0.0267716664","","0.00174","0.0007831971","0.0000028","0.0000075","0.0000015549","0.0000014349","","0","0","","","9.7734529828"
"2024-09-22","4.680130986","2.1000052296","1.8003771292","1.1474885355","0.0063","0.01","0.0267866664","","0.00174","0.0007899192","0.0000028","0.0000065","0.00000182","0.0000014349","","0","0","","","9.7736310208"
"2024-09-23","4.6809661873","2.1000051965","1.8002068736","1.1472011357","0.007","","0.0267866664","","0.00174","0.0008643825","0.0000028","0.0000075","0.0000015549","0.0000014349","","0","0","","","9.7647837318"
"2024-09-24","4.6801393389","2.1000058078","1.8003769278","1.1474769203","0.0063","0.01","0.0267566664","","0.00186","0.0007496881","0.0000028","0.0000065","0.0000015549","0.0000019128","","0","0","","","9.773678117"
"2024-09-25","4.6801696832","2.1000039949","1.8002070926","1.1474762713","0.0056","0.01","0.0256305553","","0.00204","0.0005527905","0.000002","0.0000045","0.0000015549","0.0000014349","","0","0","","","9.7716898776"
"2024-09-26","4.6810118599","2.1000040256","1.8003734169","1.147343794","0.0105","0.01","0.0268466664","","0.00138","0.0012266546","0.0000052","0.000012","0.0000015549","0.0000019128","","0","0","","","9.7787070851"
"2024-09-27","4.680168654","2.1000040338","1.8002055162","1.1474254682","0.0119","0.01","0.0269366664","","0.00192","0.0017553531","0.0000072","0.000019","0.0000020734","0.0000014349","","0","0","","","9.7803454"
"2024-09-28","4.6801690428","2.1000047058","1.8003737986","1.1472","0.0175","","0.0258705553","","0.00108","0.0020806172","0.000008","0.0000205","0.0000018198","0.0000019128","","0","0","","","9.7743109523"
"2024-09-29","4.680215483","2.1000032209","1.8002026183","1.1472","0.0168","0.01","0.0269966664","","0.001323","0.0020139931","0.0000084","0.0000215","0.0000018083","0.0000019128","","0","0","","","9.7847886028"
"2024-09-30","4.6802724251","2.1000039572","1.8004472832","1.147222168","0.0161","0.01","0.0270566664","","0.001953","0.0019930016","0.0000084","0.000018","0.0000018198","0.0000014349","","0","0","","","9.7850781562"
"2024-10-01","4.6810124056","2.1000029854","1.7854941653","1.1475072348","0","0.01","0.0261214512","0.5","0.00189","0.0020203876","0.000008","0","0.0000020734","0.0000019128","","0","0","","","10.2540606161"
"2024-10-02","4.6801764139","2.1000035324","1.7856596824","1.1472051292","0","0.01","0.0261064512","","0.001827","0.0019139896","0.0000088","0","0.0000015549","0.0000014349","","0","0","","","9.7529039885"
"2024-10-03","4.6801784406","2.1000037652","1.7907446583","1.1475172464","0.0161","0.01","0.0261214512","","0.001827","0.0018437508","0.000008","0","0.0000020734","0.0000019128","","0","0","","","9.7743482987"
"2024-10-04","4.6801796799","2.1000026123","1.7856607012","1.1472209873","0.028","","0.0260914512","","0.001827","0.0019790684","0.0000088","0","0.000002023","0.0000019128","","0","0","","0","9.7709742361"
"2024-10-05","4.6810084475","2.1000029785","1.7854946731","1.1472234611","0.0294","0.01","0.0260764512","","0.00189","0.0016724899","0.0000084","0","0.0000015047","0.0000014349","","0","0","","","9.7827798409"
"2024-10-06","4.6801757459","2.1000024563","1.7856596968","1.1472005673","0.0315","0.01","0.0261064512","","0.001827","0.001906546","0.0000076","0","0.0000020076","0.0000019128","","0","0","","","9.7843899839"
"2024-10-07","4.6801547682","2.1000024941","1.7854948396","1.1472752817","0.0315","0.01","0.0260914512","","0.001827","0.001840002","0.0000076","0","0.0000020071","0.0000014349","","0","0","","","9.7841968788"
"2024-10-08","4.6801356135","2.1000027113","1.7856628655","1.1473540359","0.0301","0.01","0.0260614512","","0.001827","0.0018215314","0.000008","0","0.0000015057","0.0000019128","","0","0","","","9.7829766273"
"2024-10-09","4.6810091824","2.1000038843","1.7854937082","1.1475743525","0.0252","0.01","0.0260914512","","0.00189","0.0016912233","0.0000068","0.000017","0.0000020076","0.0000019128","","0","0","","","9.7789815223"
"2024-10-10","4.6801710774","2.1000032075","1.7856629393","1.14757816","0.0266","0.01","0.0260764512","","0.002142","0.0017171748","0.0000072","0.0000175","0.0000017591","0.0000014349","","0","0","","","9.7799789042"
"2024-10-11","4.680170161","2.1000034277","1.7854962322","1.1472860204","0.0357","","0.0261514512","","0.002079","0.0022542556","0.00001","0.000023","0.0000017542","0.0000019128","","0","0","","","9.7791772151"
"2024-10-12","4.680169169","2.1000029235","1.7856602858","1.1472457896","0.0343","0.01","0.0261664512","","0.002268","0.0022466072","0.0000108","0.000024","0.0000020076","0.0000014349","","0","0","","","9.7880974688"
"2024-10-13","4.6810404316","2.100003698","1.7854961936","1.1472456606","0.035","0.01","0.0250161824","","0.001953","0.0023094021","0.00001","0.0000255","0.0000017591","0.0000019128","","0","0","","","9.7881037402"
"2024-10-14","4.6802244918","2.1000040877","1.785665474","1.1472772919","0.0336","0.01","0.0250761824","","0.002079","0.0021615944","0.0000096","0.000026","0.0000017542","0.0000019128","","0","0","","","9.7861273892"
"2024-10-15","4.6802239673","2.1000055526","1.7855202079","1.1472773976","0.0364","0.01","0.0261814512","","0.001827","0.0022247997","0.0000096","0.0000245","0.0000020076","0.0000014349","","0","0","","","9.7896979188"
"2024-10-16","4.6802238851","2.100003287","1.787538046","1.1475793434","0.0371","0.01","0.0261514512","","0.001953","0.0021666054","0.0000104","0.0000215","0.0000020066","0.0000018855","","0","0","","","9.7927514102"
"2024-10-17","4.6810419608","2.1000034152","1.7888495838","1.1473000751","0.0294","0.01","0.0250461824","","0.001827","0.0019790781","0.000008","0.000019","0.0000015047","0.0000012984","","0","0","","","9.7854770985"
"2024-10-18","4.6801689576","2.100004545","1.7856663349","1.1476333142","0.0287","","0.0261064512","","0.001953","0.001799402","0.0000064","0.000021","0.0000017537","0.0000018855","","0","0","","","9.7720630441"
"2024-10-19","4.6801720374","2.1000045461","1.7855005416","1.1474145476","0.0308","0.01","0.0261214512","","0.00189","0.0019119844","0.000008","0.00002","0.0000015057","0.0000014349","","0","0","","","9.7838460489"
"2024-10-20","4.6804541127","2.1000045255","1.7856662497","1.1474810771","0.028","0.01","0.0261214512","","0.00189","0.0018843431","0.0000084","0.000022","0.0000020071","0.0000019128","","0","0","","","9.7815360792"
"2024-10-21","4.6807250601","2.1000035044","1.7854972218","1.1474447257","0.0259","0.01","0.0249861824","","0.00189","0.0016515396","0.0000064","0.000017","0.0000020061","0.0000014349","","0","0","","","9.778125075"
"2024-10-22","4.6801689372","2.1000025378","1.78566216","1.1473062618","0.0259","0.01","0.0260614512","","0.001827","0.0015665258","0.0000056","0.000014","0.0000015057","0.0000019128","","0","0","","","9.7785178923"
"2024-10-23","4.6801690804","2.1000026645","1.785494601","1.147290424","0.0231","","0.0260614512","","0.00189","0.0015455073","0.0000056","0.0000155","0.0000017542","0.0000014349","","0","0","","","9.7655780175"
"2024-10-24","4.6801773309","2.100003383","1.7856806284","1.1472951307","0.0231","0.01","0.0249561824","","0.001827","0.0014869372","0.000006","0.000015","0.0000017591","0.0000014349","","0","0","","","9.7745507866"
"2024-10-25","4.6809816698","2.1000035274","1.7854959733","1.1475588602","0.0224","0.01","0.0260314512","","0.00189","0.0014605203","0.0000056","0.0000155","0.0000017586","0.0000019128","","0","0","","","9.7758467736"
"2024-10-26","4.6801142022","2.1000036706","1.7856598065","1.1472499813","0.0168","0.01","0.0260164512","","0.001827","0.0013052385","0.000006","0.0000145","0.0000017532","0.0000019128","","0","0","","","9.7690005163"
"2024-10-27","4.6801139532","2.1000023455","1.7854953172","1.1472462595","0.0189","0.01","0.0249561824","","0.001953","0.0015643618","0.0000056","0.0000145","0.0000015052","0.0000014349","","0","0","","","9.7702544597"
"2024-10-28","4.6809714704","2.1000021117","1.7856583233","1.1472737885","0.0091","0.01","0.0260314512","","0.001827","0.0016293203","0.0000056","0.0000155","0.0000020061","0.0000014349","","0","0","","","9.7625180064"
"2024-10-29","4.6801140379","2.1000022824","1.7854924926","1.1472652817","0.0042","","0.0261064512","","0.001953","0.0013114854","0.0000064","0.0000205","0.0000015057","0.0000019128","","0","0","","","9.7464753497"
"2024-10-30","4.680114196","2.100002202","1.7856594621","1.1472718346","0.0035","0.01","0.0260914512","","0.001764","0.0018855607","0.000008","0.00002","0.0000020076","0.0000014349","","0","0","","","9.7563201491"
"2024-10-31","4.6801184754","2.1000027368","1.7854963813","1.1472435264","0.0035","0.01","0.0261064512","","0.001827","0.001737369","0.0000072","0.0000175","0.0000017591","0.0000019128","","0","0","","","9.756060312"
"2024-11-01","4.6801191804","2.1000022114","1.8056103319","1.1472386577","0","0.01","0.0269366664","0.5","0.001131","0.0017379684","0.0000076","0","0.0000017542","0.0000014349","","0","0","","","10.2727868053"
"2024-11-02","4.6801296547","2.1000029599","1.8002036249","1.1472417237","0","0.01","0.0269366664","","0.001827","0.0014641122","0.0000064","0","0.0000020076","0.0000019128","","0","0","","","9.7678160622"
"2024-11-03","4.6809891889","2.1000025896","1.8003711728","1.1472291533","0","0.01","0.0268616664","","0.00189","0.001400544","0.0000056","0","0.0000015057","0.0000014349","","0","0","","","9.7687528556"
"2024-11-04","4.6801259765","2.1000029545","1.800203583","1.1476417093","0","","0.0268766664","","0.001827","0.0014871536","0.0000052","0","0.0000020076","0.0000019128","","0","0","","","9.7581741637"
"2024-11-05","4.6801734034","2.1000030461","1.800372143","1.1472662317","0","0.01","0.0268466664","","0.001827","0.0016295365","0.0000056","0","0.0000020076","0.0000014349","","0","0","","","9.7681270696"
"2024-11-06","4.6810137542","2.100002482","1.8002026833","1.1472488342","0","0.01","0.0268466664","","0.001827","0.0013983258","0.0000052","0","0.0000015052","0.0000014349","","0","0","","","9.768547886"
"2024-11-07","4.6801718285","2.1000028655","1.8003737479","1.1472695441","0","0.01","0.0268916664","","0.000504","0.0018217828","0.0000064","0.000017","0.0000017586","0.0000019128","","0","0","","","9.7670625066"
"2024-11-08","4.6801759429","2.1000033589","1.8002037146","1.1476050038","0","0.01","0.0269816664","","","0.0020584321","0.0000072","0.000014","0.0000017542","0.0000014349","","0","0","","0","9.7670525078"
"2024-11-09","4.6801692715","2.100002699","1.8003715842","1.1472599887","0","","0.0269816664","","","0.0017145499","0.0000072","0.0000175","0.0000020076","0.0000019128","","0","0","","","9.7565283801"
"2024-11-10","4.6801140526","2.1000018745","1.8002006539","1.1478631177","0","0.01","0.0269666664","","","0.0019859735","0.0000072","0.00002","0.0000017591","0.0000014349","","0","0","","","9.7671627326"
"2024-11-11","4.6809553241","2.1000025435","1.8003702963","1.1475289249","0","0.01","0.0257805553","","0.001521","0.0012044705","0.0000052","0.000013","0.0000017542","0.0000019128","","0","0","","","9.7673849816"
"2024-11-12","4.6801206701","2.1000028298","1.8002025258","1.1472722992","0.0042","0.01","0.0268316664","","0.002556","0.0012130894","0.0000048","0.0000115","0.0000015057","0.0000019128","","0","0","","","9.7724187992"
"2024-11-13","4.6801174409","2.1000026278","1.8003718184","1.1475776239","0.0042","0.01","0.0268466664","","0.002655","0.0011248809","0.0000048","0.000011","0.0000017586","0.0000014349","","0","0","","","9.7729150518"
"2024-11-14","4.6801203814","2.1000021642","1.8021299653","1.1475614875","0.0042","0.01","0.0257355553","","0.002799","0.001230517","0.0000052","0.0000135","0.0000017591","0.0000019128","","0","0","","","9.7738014426"
"2024-11-15","4.6801174355","2.1000028411","1.800370602","1.1472719539","0.0042","","0.0268766664","","0.002718","0.0011919762","0.0000052","0.000014","0.0000017542","0.0000014349","","0","0","","","9.7627718642"
"2024-11-16","4.6801142926","2.1000043494","1.8036156198","1.1472570386","0.0049","0.01","0.0268466664","","0.002538","0.0012903049","0.0000048","0.0000125","0.0000015057","0.0000014349","","0","0","","","9.7765865123"
"2024-11-17","4.680117006","2.1000033469","1.8003709743","1.1472652104","0.0042","0.01","0.0268766664","","0.002592","0.0013133124","0.0000048","0.0000125","0.0000020071","0.0000019128","","0","0","","","9.7727597363"
"2024-11-18","4.6801186265","2.1000026209","1.8002022953","1.1475413193","0.0042","0.01","0.0269216664","","0.002601","0.001369862","0.0000048","0.0000135","0.0000017591","0.0000014349","","0","0","","","9.7729788844"
"2024-11-19","4.6809591504","2.1000044498","1.8003718435","1.1472831267","0.0035","0.01","0.0268466664","","0.002475","0.0013967154","0.0000052","0.0000135","0.0000015057","0.0000019128","","0","0","","","9.7728590707"
"2024-11-20","4.6801171458","2.1000028694","1.8002032399","1.147265262","0.0042","","0.0268316664","","0.002655","0.0012894829","0.0000056","0.0000145","0.0000015057","0.0000014349","","0","0","","","9.762587707"
"2024-11-21","4.6801157983","2.1000051832","1.8003742914","1.1475785575","0.0042","0.01","0.0269066664","","0.002529","0.0013117024","0.0000052","0.0000115","0.0000020076","0.0000019128","","0","0","","","9.7730418196"
"2024-11-22","4.6801159535","2.1000043253","1.8002051423","1.1472687571","0.0049","0.01","0.0268616664","","0.002484","0.0012044697","0.0000044","0.0000115","0.0000015057","0.0000014349","","0","0","","","9.7730631549"
"2024-11-23","4.6809671417","2.1000035131","1.8003697911","1.1475688043","0.0042","0.01","0.0268616664","","0.002601","0.0012073404","0.0000048","0.000015","0.0000017581","0.0000019128","","0","0","","","9.7738027279"
"2024-11-24","4.6801256954","2.1000037919","1.8002062659","1.1475615071","0.0042","0.01","0.0268616664","","0.002547","0.0012278888","0.0000052","0.000013","0.0000017532","0.0000014349","","0","0","","","9.7727552036"
"2024-11-25","4.6801239238","2.1000043157","1.8003683109","1.1472581719","0.0042","0.01","0.0268466664","","0.00243","0.0011132094","0.0000044","0.0000125","0.0000015052","0.0000019128","","0","0","","","9.7723649161"
"2024-11-26","4.6801220012","2.1000036893","1.8002040578","1.147576934","0.0042","","0.0257205553","","0.002547","0.0012337436","0.0000044","0.000012","0.0000017591","0.0000014349","","0","0","","","9.7616275752"
"2024-11-27","4.6801212911","2.1000046159","1.8003723693","1.147269782","0.0042","0.01","0.0268316664","","0.00243","0.0011198681","0.0000044","0.000011","0.0000017542","0.0000019128","","0","0","","","9.7723686598"
"2024-11-28","4.6809611851","2.1000036172","1.800209187","1.1473425429","0.0042","0.01","0.0268316664","","0.002484","0.0010419152","0.0000044","0.0000105","0.0000020076","0.0000014349","","0","0","","","9.7730924563"
"2024-11-29","4.6801135237","2.1000051616","1.8003737966","1.1476791866","0.0042","0.01","0.0267866664","","0.00243","0.0012270927","0.0000044","0.000011","0.0000017591","0.0000019128","","0","0","","","9.7728344995"
"2024-11-30","4.6801148687","2.1000039644","1.8002059884","1.1474433208","0.0042","0.01","0.0268166664","","0.002421","0.0010344433","0.0000044","0.0000105","0.0000017542","0.0000019128","","0","0","","","9.772258819"
"2024-12-01","4.6801151709","2.1000034914","1.7856593529","1.1477943098","0","","0.0259714512","0.1","0.001854","0.001224053","0","0","0.0000017591","0.0000014349","","0","0","","","9.8426250232"
"2024-12-02","4.6801162348","2.1000035092","1.7854952219","1.1475333623","0","0.01","0.0259864512","","0.00243","0.0011250525","0.0000044","0","0.0000017537","0.0000019128","","0","0","","","9.7526978984"
"2024-12-03","4.6801157367","2.1000044311","1.7856610122","1.1478213745","0","0.01","0.0259564512","","0.002421","0.0010572674","0.0000044","0","0.0000015057","0.0000014349","","0","0","","","9.7530446137"
"2024-12-04","4.6801208457","2.1000027511","1.7854918815","1.147390306","0","0.01","0.0259714512","","0.002367","0.0011192402","0.0000044","0","0.0000020076","0.0000014349","","0","0","","","9.7524713182"
"2024-12-05","4.6801260863","2.1000045712","1.7856645572","1.1476619256","0","0.01","0.0259864512","","0.002421","0.0011204393","0.0000044","0","0.0000015057","0.0000014349","","0","0","","","9.7529923714"
"2024-12-06","4.6800889857","2.1000056598","1.7855002929","1.1474299478","0","","0.0259714512","","0.002367","0.0011460609","0.0000044","0","0.0000017591","0.0000019128","","0","0","","","9.7425174702"
"2024-12-07","4.6800119187","2.1000057904","1.7856657964","1.147671786","0","0.01","0.0259414512","","0.002313","0.0009492129","0.0000044","0","0.0000017542","0.0000014349","","0","0","","","9.7525665447"
"2024-12-08","4.6800084333","2.1000064132","1.7855019561","1.1477067952","0","0.01","0.0259564512","","0.002421","0.0010538589","0.000004","0","0.0000017591","0.0000019128","","0","0","","","9.7526625798"
"2024-12-09","4.6800071252","2.1000079957","1.7856695177","1.1474797275","0.0042","0.01","0.0260914512","","0.002862","0.0017981617","0.0000072","0.000014","0.0000015052","0.0000014349","","0","0","","","9.7581401191"
"2024-12-10","4.6800048206","2.1000071369","1.7855030804","1.1477678899","0.0035","0.01","0.0261214512","","0.003024","0.0021258003","0.0000056","0.0000215","0.0000020071","0.0000019128","","0","0","","","9.7580851992"
"2024-12-11","4.6800073187","2.100007527","1.7856703342","1.1475766931","0.0042","0.01","0.0260014512","","0.001209","0.0013137122","0.0000052","0.000013","0.0000017542","0.0000014349","","0","0","","","9.7560074255"
"2024-12-12","4.6800071965","2.1000062784","1.7855002386","1.1475346053","0.0049","","0.0260014512","","0.000516","0.0013937243","0.0000048","0.000012","0.0000017591","0.0000019128","","0","0","","","9.7458799662"
"2024-12-13","4.680008491","2.1000098132","1.7856740057","1.1478408118","0.0042","0.01","0.0259714512","","0.000516","0.001127846","0.0000044","0.000011","0.0000017542","0.0000014349","","0","0","","","9.755367008"
"2024-12-14","4.6800050955","2.1000087201","1.7855067728","1.1475429871","0.0042","0.01","0.0259714512","","0.000495","0.0011964775","0.0000044","0.000011","0.0000020076","0.0000019128","","0","0","","","9.7549458246"
"2024-12-15","4.680009249","2.1000065088","1.7856680517","1.1478241437","0.0042","0.01","0.0259714512","","0.000501","0.0012241201","0.0000044","0.0000095","0.0000015047","0.0000019128","","0","0","","","9.755421842"
"2024-12-16","4.6800118442","2.100006553","1.7855016687","1.1478519681","0.0042","0.01","0.0259864512","","0.000495","0.0012245303","0.0000044","0.000011","0.0000020056","0.0000014349","","0","0","","","9.755296856"
"2024-12-17","4.6800135501","2.1000061786","1.7856656613","1.1475379457","0.0042","","0.0259564512","","0.000501","0.001220762","0.000004","0.0000105","0.0000015057","0.0000019128","","0","0","","","9.7451194674"
"2024-12-18","4.680011755","2.1000050168","1.7854962709","1.1475834785","0.0042","0.01","0.0248811824","","0.000495","0.0011044544","0.0000044","0.000011","0.0000020076","0.0000014349","","0","0","","","9.7537960005"
"2024-12-19","4.6800080015","2.0282060808","1.7860523932","1.1479480994","0.0049","0.01","0.0262264512","","0.000501","0.0011161876","0.000004","0.00001","0.0000015052","0.0000014349","","0","0","","","9.6849751538"
"2024-12-20","4.6800093729","2.1000029581","1.7910286594","1.1476004084","0.0042","0.01","0.0259414512","","0.000486","0.0011479492","0.0000044","0.0000105","0.0000020071","0.0000019128","","0","0","","","9.7604356191"
"2024-12-21","4.6800156329","2.1000029345","1.7854947404","1.1475669282","0.0035","0.01","0.0248811824","","0.000495","0.0010490796","0.0000036","0.00001","0.0000015052","0.0000014349","","0","0","","","9.7530220381"
"2024-12-22","4.680015552","2.1000036649","1.7856623085","1.1478438087","0.0042","","0.0259564512","","0.000501","0.0011312154","0.0000044","0.000011","0.0000015047","0.0000019128","","0","0","","","9.7453328182"
"2024-12-23","4.6800199649","2.1000024708","1.7854944646","1.1476632761","0.0042","0.01","0.0259714512","","0.000489","0.0011118749","0.0000048","0.0000105","0.0000017591","0.0000014349","","0","0","","","9.7549709965"
"2024-12-24","4.6800147511","2.10000288","1.7856615501","1.1472554773","0.0042","0.01","0.0259564512","","0.000495","0.001232402","0.000004","0.000011","0.0000017537","0.0000019128","","0","0","","","9.7548371782"
"2024-12-25","4.6800089651","2.100002161","1.785490895","1.1472452939","0.0042","0.01","0.0259414512","","0.000486","0.0012245246","0.0000044","0.00001","0.0000015057","0.0000019128","","0","0","","","9.7546171093"
"2024-12-26","4.6800145477","2.1000028045","1.785660145","1.1475401743","0.0042","0.01","0.0259414512","","0.000501","0.0012215787","0.0000032","0.0000095","0.0000020076","0.0000014349","","0","0","","","9.7550978439"
"2024-12-27","4.6800073824","2.1000019308","1.7854925814","1.1475385137","0.0049","","0.0259714512","","0.000489","0.0011131191","0.000004","0.00001","0.0000015052","0.0000014349","","0","0","","","9.7455309187"
"2024-12-28","4.6800073366","2.100003113","1.7856630446","1.1475300707","0.0028","0.01","0.0259414512","","0.000495","0.0012195305","0.000004","0.0000105","0.0000017542","0.0000014349","","0","0","","","9.7536772357"
"2024-12-29","4.6800071218","2.1000024747","1.7854928705","1.1472361576","0.0042","0.01","0.0259564512","","0.000495","0.0010390322","0.000004","0.00001","0.0000017591","0.0000019128","","0","0","","","9.7544467799"
"2024-12-30","4.6800087259","2.1000032186","1.7856638732","1.147242272","0.0035","0.01","0.0259564512","","0.000489","0.0012024345","0.000004","0.0000095","0.0000017542","0.0000014349","","0","0","","","9.7540826645"
"2024-12-31","4.6800199727","2.1000022242","1.7854930257","1.1475469062","0.0042","0.01","0.0259564512","","0.000495","0.0010311007","0.000004","0.000009","0.0000015057","0.0000014349","","0","0","","","9.7547606213"
"2025-01-01","4.6800077769","2.1000031568","1.7856633435","1.1472296824","0","0.02","0.0259414512","0.1","0","0.0011278705","0.000004","0","0.0000017586","0.0000014349","","0","0","","","9.8599804748"
"2025-01-02","4.6800074443","2.1000021369","1.7854934136","1.1475396995","0","0.05","0.0259564512","","0.000393","0.00105953","0.000004","0","0.0000017542","0.0000014349","","0","0","","","9.7904588646"
"2025-01-03","4.6800074873","2.1000033351","1.7856618264","1.1475425994","0","0.05","0.0259414512","","0.000342","0.0009629177","0.0000032","0","0.0000015057","0.0000014349","","0","0","","","9.7904677577"
"2025-01-04","4.680007161","2.100001995","1.7854928261","1.1472443017","0","0.05","0.0259564512","","0.000489","0.0010549284","0.0000036","0","0.0000017591","0.0000019128","","0","0","","","9.7902539353"
"2025-01-05","4.6800070829","2.1000025109","1.7856617947","1.1475249692","0","0.06","0.0259564512","","0.000495","0.0011868745","0.000004","0","0.0000015057","0.0000014349","","0","0","","","9.800841624"
"2025-01-06","4.6800111511","2.100002049","1.7854921814","1.1472738245","0","0.05","0.0259264512","","0.000489","0.0011461798","0.000004","0","0.0000017542","0.0000014349","","0","0","","","9.7903480261"
"2025-01-07","4.6800056088","2.100003422","1.7856628299","1.1475707175","0","0.04","0.0259564512","","0.000495","0.0010037873","0.0000036","0","0.0000015057","0.0000014349","","0","0","","","9.7807043573"
"2025-01-08","4.6800022783","2.1000017081","1.7854953967","1.1472751758","0","0.06","0.0259414512","","0.000474","0.001049104","0.0000044","0","0.0000017591","0.0000014349","","0","0","","","9.8002467081"
"2025-01-09","4.6800026326","2.1000034046","1.7856629368","1.1472622982","0.0035","0.05","0.0259714512","","0.000501","0.0011064622","0.0000036","0","0.0000015057","0.0000014349","","0","0","","","9.7940167262"
"2025-01-10","4.6800045237","2.1000020252","1.7890142678","1.1472706473","0.0042","0.05","0.0259414512","","0.000489","0.0011315189","0.0000044","0","0.0000015052","0.0000019128","","0","0","","","9.7980612521"
"2025-01-11","4.6800059364","2.1000031498","1.7856640829","1.1472525824","0.0042","0.05","0.0259564512","","0.000489","0.0011182658","0.0000036","0","0.0000017591","0.0000014349","","0","0","","","9.7946962625"
"2025-01-12","4.6800065346","2.1000019701","1.7854924777","1.1472233597","0.0042","0.05","0.0259564512","","0.000495","0.0011286809","0.0000036","0","0.0000017542","0.0000014349","","0","0","","","9.7945112633"
"2025-01-13","4.6800092154","2.1000034597","1.7856624407","1.1472571907","0.0042","0.05","0.0259414512","","0.000489","0.0010532834","0.000004","0","0.0000015057","0.0000019128","","0","0","","","9.7946234596"
"2025-01-14","4.6800034474","2.1000019954","1.7854928507","1.1472387726","0.0042","0.05","0.0259264512","","0.000489","0.0011014601","0.0000036","0.0000095","0.0000015057","0.0000014349","","0","0","","","9.794470018"
"2025-01-15","4.6800022693","2.1000035087","1.7856638584","1.1472462115","0.0042","0.05","0.0259414512","","0.000489","0.0010386532","0.0000036","0.000009","0.0000015047","0.0000014349","","0","0","","","9.7946004919"
"2025-01-16","4.680829578","2.1000024441","1.7854924753","1.1472493159","0.0042","0.05","0.0248811824","","0.000474","0.0010348745","0.000004","0.000009","0.0000015047","0.0000014349","","0","0","","","9.7941798098"
"2025-01-17","4.6800015417","2.100002435","1.7891762603","1.1475585265","0.0042","0.05","0.0259414512","","0.000489","0.0010366593","0.0000032","0.000009","0.0000015057","0.0000014349","","0","0","","","9.7984210146"
"2025-01-18","4.680001539","2.1000021316","1.7854928115","1.147244314","0.0042","0.05","0.0259414512","","0.000483","0.0011135435","0.0000036","0.000009","0.0000015057","0.0000014349","","0","0","","","9.7944943314"
"2025-01-19","4.6800019071","2.1000029215","1.7856635826","1.1472229818","0.0042","0.06","0.0259414512","","0.000495","0.0010499137","0.0000044","0.000009","0.0000017542","0.0000019128","","0","0","","","9.8045948249"
"2025-01-20","4.680838683","2.1000035769","1.7854978044","1.1472544503","0.0042","0.05","0.0259564512","","0.000477","0.0010320083","0.0000036","0.0000095","0.0000017581","0.0000014349","","0","0","","","9.7952762671"
"2025-01-21","4.6800024078","2.1000032966","1.7856811897","1.1472475165","0.0042","0.04","0.0259564512","","0.000474","0.0011303183","0.0000036","0.0000095","0.0000015052","0.0000014349","","0","0","","","9.7847112202"
"2025-01-22","4.6800023308","2.1000026073","1.7854925651","1.1472432081","0.0042","0.05","0.0259264512","","0.000489","0.000942272","0.000004","0.000009","0.0000015052","0.0000019128","","0","0","","","9.7943148525"
"2025-01-23","4.6800022111","2.1000031523","1.7856652272","1.1472761292","0.0042","0.06","0.0259414512","","0.000486","0.0011320866","0.0000036","0.0000095","0.0000015047","0.0000014349","","0","0","","","9.8047222972"
