account_id,account_name
239103975135,QR
54736913503,scp-mgv
66548792077,IOT Core
471112958605,lending-dwh
841860372390,fastag issuer_prod_ocl
15680176265,PPSL Payer
824873459626,central_app_tech_mini_apps_ocl
130653941854,insurance-ds
339712759199,feature-store-ocl
153518195166,cdo-non-prod
272968093320,legalapps
127247839315,Sysops AWS
475919677060,paytm_digital_content_ocl
914516902729,finance_support_ocl
389881277731,merchant-business
264522784930,AWS DNS
269350686318,AWS Pan 2
465354398947,aml-nonprod
481935107677,DaaS-Apps
239666495852,health_ocl
582604545400,pm-chat
613255583734,PM-Equities-NonProd
518628324662,rooter-production
620060638816,rooter-development
950209104383,rooter-production-transcoding
New 2,<Place Holder for PSPL Gratification Account>
976617403781,TicketNew Payer
135329050410,CityBus
658447621694,hrtech_ocl
542832536672,Nearbuy Payer
492902601864,ncmc_acquirer_ocl
471112938013,tpap-oauth-dr
745098155683,merchant_automation
218943325897,devopscommon
548411824430,pocketurmoney
576911611801,infra_experiment_non_prod_ocl
320811487590,dev-projects
798411736697,ncmc-acq-rupay-switch
863780864233,CreditMate Payer
919275210163,ROOTER-CLOUD-MANAGEMENT
737499001343,call-centre-ivr
367464822874,One97 IT
453914767997,risk-monitoring
116631508635,fastag_non prod_ocl
161282784430,cdp-ppbl-pa
605458724602,content_ml_ocl
913203018054,ppblpgpa-nonprod
470060591194,edutech
322263815270,PM-EduTech-Prod
505767364771,Risk Anomaly
663804405009,movies_ocl
552801059456,Feed Personalization
477815026673,Rooter Payer
985226307906,Insider Payer
695745283037,ROOTER-CLOUD-LOGS
,"TPAP UTH, Combination"
,TPAP Switch
576349278157,ROOTER-CLOUD-SECURITY
,OCIL Non-Prod - Risk
,OCIL Non-Prod - UPI Switch
239937555916,oauthaws.cardservice
97267615780,hackathon
176839215860,aws-omnicard-Prod
253827618117,Payout CA
DROCL,DR - overall (to align with new contract)
New 3,Confluent Kafka
471112548387,ppsl-affordability-prod
567122392682,nlp-data-room-haptik
875620713396,EDC Online Sales
448905424764,AWS Saasforce
971131939842,VFQ-Bahrain
383289569650,merchant-dms
896760538,daas-acquired-apps
271855570343,ROOTER-PROD-CDN
530442861152,DaaS Experiments
854670157863,Digital-Entertainment
9124235587,Payer1
423387369363,PML IT
876285361116,PP Golden Race
990686183829,inpg.identity
477161539263,ticketnewprod (Ram)
416485671007,inpg.saas
220554634379,inpg.sandbox
113209881612,inpg.stage
257482651313,International PG
24792762357,pplus2nonprod
81656902703,pplus2prod
121151806688,nongroup-insuranceds
580053151223,ROOTER-PROD-TRANSCODING
388138748053,onboardingengine-ppsl
442231926211,lending-vkyc
433726475936,Hero AWS
466739061204,ads-experiments
58264391305,pml-storefront
569146552653,ivr-bhr
973217647660,paytm-chat-sendbird
968583546969,cdp-ppbl-gm
223603485256,ppblpromo-prod
285697138146,ppblriskpa-prod
973103936838,ROOTER-STAGE
755664431334,ocl-wealth-equity
335470755647,lending-abfl
82780300630,lending-hero
516248475246,lending-fullerton
21434688839,ocl-wealth-mf
521026337032,ppblpg2-nonprod
273914427098,digital_transportation
988889888907,postpaid-lender-services
993403631306,mmi-onprem
860971823470,Video KYC
10840421276,ppblump-prod
416222998094,businesslanding
654654145181,pml-oauth-nonprod
671767570661,ppblpg2-prod
590183908249,pml-wiki-jira
637732598760,lending_ocl
797142548187,ppblpgpa-prod
767397937234,ppsl-risk-prod
532041146482,aml-ppsl-nonprod
807119641913,pm-bigdata
537598503159,ROOTER-PROD-ANALYTICS
494799526181,AWS_Paytm'Mloyal
907058949943,ppbloe-prod
678670235450,authoriser
159245624542,leadsquared
576218818919,tools-pa
975049937880,mgc-sclp
123964038738,ROOTER-PROD-APPS
590183673148,ppsl-rtdd-prod
769263341944,hotels
155772818492,Insider (Events)
637423614657,pml-oauth
189893850600,pa-prod
290310562512,Wallet-Nonprod
185774682289,pml-chat-dev
661338130494,Zamtel-Zambia
821240137883,edc_non prod_ocl
368920154232,central app tech_ocl
997924011427,ckyc
68930846606,emi-prod_ocl
407648374860,IT_BACKUP
984308723723,digital_saas_ocl
625612021127,aoa-nonprod
611670160261,emi-nonprod
339712810712,tpap-nonprod
758230397644,Mall Bangalore
630307967658,dms-nonprod_ocl
811134095225,AWS DaaS
442447453008,Digital Gold
251917288737,IT Production
495419344110,incentive
590183666588,ppsl-pg2-prod
975049957371,tpap-dwh
419830208690,AaaS-prod
761904723706,kyb
628412515026,Datalake AWS
755560366148,SAP-HANA
475804058290,Payer9
211125458732,tpap-prod
954976288980,tocom-aisensy
463470958933,New Gold
850995531967,cst-playground
905418240150,905418240150 - Redacted
337891198417,digital_cst
