Service,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01
SageMaker($),34.9487675933,34.9945199005,42.5946030068,42.1499423662,31.4535305215,41.3937947,160.5088721728,18.879999984,44.124692544,45.6063039191,61.9017693091,370.2691978072
QuickSight($),24.000000192,23.999999616,24.000000192,23.999999616,23.999999616,24.000000192,23.999999616,24.000000192,23.999999616,23.999999616,23.9999993856,23.999999616
EC2 Container Registry (ECR)($),22.7359878884,23.0341652418,23.1243814903,23.6363567362,23.7316893821,24.0979053507,24.2821281661,24.323286096,24.3232856208,24.3232856208,24.3232857504,24.3232856208
WAF($),21.000000024,20.9999998128,21.000000024,20.9999998128,20.9999998128,21.000000024,20.9999998128,21.000000024,20.9999998128,20.9999998128,20.9999997312,20.9999998128
Elastic Container Service($),9.1161013479,13.8119577208,13.0067476579,19.6896064545,13.7025505961,16.0864177991,15.0377137136,14.4137571589,13.213553417,16.5551041765,13.5584870356,15.5945768899
Step Functions($),8.8613616084,8.7258167036,9.9809246717,13.2892511826,12.400154357,12.3498444508,13.8602641892,14.2775555382,12.3868661742,11.7858559543,9.9022855395,10.7966646175
Cost Explorer($),8.02,8.54,7.03,12.61,6.44,9.81,10.07,9.87,10.01,10.56,9.46,15.04
Ubuntu Linux Desktop with Web Interface($),,9.84,28.76,28.08,,,,,,,,
Key Management Service($),4.487038032,4.513383936,4.4485004764,4.424805936,4.438095936,4.409791032,4.452387592,4.419799032,5.645947348,6.647516904,6.4700512752,6.516119904
CloudFront($),7.2202827678,7.7558540889,5.4309492607,6.5258168384,5.7354840468,4.573767487,4.6428647043,4.2694948815,2.2350449513,2.8626981192,2.3594662685,1.9067585278
Glue($),3.8787177247,3.8575471262,3.8202799816,3.8604832736,4.0224555163,3.8214149816,4.02306066,3.9876339808,3.8590702736,4.01792766,3.9173423008,4.01791666
Secrets Manager($),2.8436372302,2.8313447069,2.8083394524,2.8237247069,2.812086266,2.8012933413,2.8100528251,2.8081383413,2.8127065887,2.8066331478,2.7993950223,2.7947247069
SQS($),2.2425178839,2.3404779939,2.2616035258,2.3414075,2.3390019073,2.260833,2.3393948,2.2616993,2.336184442,2.335617042,2.1094135,2.333348142
Claude 3 Sonnet ( Bedrock Edition)($),,,,,,,,,,1.282131,8.830581,0.18645
Athena($),0.010455,7.209275,0.35789,,0.628975,,,,,,,
Lambda($),0.5493692327,0.9353368643,0.6707502662,0.6842218263,0.6245983795,0.5888270277,0.630249308,0.705493233,0.7271216527,0.6403919452,0.5434323581,0.5456958729
Service Catalog($),0.0763,0.0616,0.161,0.7833,0.9527,0.5061,1.5078,0.2016,0.231,0.2317,0.2002,0.3451
SNS($),0.4662149179,0.520177584,0.2733985035,0.2855101215,0.2620856552,0.2272043509,0.2549329695,0.2722363311,0.4088746377,0.3802661453,0.3642218737,0.1848121652
FSx($),0.284912109,0.2849121092,0.284912109,0.2849121092,0.2849121092,0.284912109,0.2849121092,0.284912109,0.2849121092,0.2849121092,0.28491211,0.2849121092
Backup($),0.2295388775,0.2295739566,0.2302567896,0.2321587703,0.2353866832,0.2393638819,0.2419723114,0.2450131596,0.2472774309,0.2481552956,0.2505006934,0.2460438127
CloudWatch Events($),0.108316,0.129134,0.12602,0.115266,0.090842,0.096278,0.109684,0.104422,0.118828,0.096212,0.075456,0.077569
Bedrock($),,,,,,,,,,0.022698212,,
SES($),0.0008010204,0.0021033067,0.0021030213,0.001102248,0.0006012804,0.0002004289,,,,0.0005000973,,
Location Service($),0.00036,0.00038,0.00034,0.00037,0.00038,0.00036,0.00038,0.00036,0.00036,0.00037,0.00035,0.00036
Simple Workflow Service($),5.00537e-05,5.28543e-05,4.62193e-05,5.35461e-05,5.29167e-05,4.59848e-05,5.32679e-05,5.03859e-05,5.13013e-05,4.88722e-05,4.40612e-05,3.58499e-05
API Gateway($),,,,,,1.2766e-05,,,1.12199e-05,4.77e-06,2.46847e-05,
IoT($),,,,,4.992e-06,,,,,,,
CloudShell($),,2.89e-08,3.06e-08,,,,7.03e-08,,,,,3.31e-08
Glacier($),,,,,,1.4e-09,,,,,,
CloudTrail($),0,0,0,0,0,0,0,0,0,0,0,0
Migration Hub Refactor Spaces($),0.0,0.0,0.0,0.0,,,,,,,,
SimpleDB($),0,0,0,0,0,0,0,0,0,0,0,0
X-Ray($),,0.0,0.0,,,,,,0.0,,0.0,
CloudFormation($),,,,,0.0,,0.0,0.0,0.0,0.0,0.0,
Total costs($),333742.4653931722,311170.2122669458,289737.4305752538,259475.5107564722,232343.9268435773,230244.1879700185,227052.164940005,223311.0182400355,232264.8390795997,229025.6565082239,213583.4731006892,202846.5097029759
